Route - ID, Order Number, Driver 1 - ID, Driver 1 - First Name, Driver 1 - Last Name, Service Location - ID, Service Location - Description, Service Location - Address Line 1, Service Location - City, Service Location - Postal Code, Service Location - State, Service Location - Contact - First Name, Service Location - County, Latitude, Longitude, Session Date, Begin Date, Taken By, Pickup Quantities - Taps, Pickup Quantities - J&L Taps, Stop - Arrival Time, Stop - Departure Time, Special Instructions, Pickup Quantities - WWH Taps
T063-01_C0004,3608331_C0004_2020-03-02,C0004,Gabriel,Carillo SB,4412,Stevies Bar And Grill (San Jose/Union Ave),2705 Union Ave,San Jose,95124,CA,CA01,South Bay,37272310,-121933870,2020-02-20,2020-02-17,,2,0,2020-03-02 07:25:00,2020-03-02 08:23:00,Monday ONLY access time between 8am - 10am Steve- 408-859-1429,0
T063-01_C0004,3559178_C0004_2020-03-02,C0004,Gabriel,Carillo SB,2041,California Pizza Kitchen (San Jose/Blossom Hill),925 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37252720,-121862340,2020-02-20,2020-02-17,,2,0,2020-03-02 08:39:04,2020-03-02 09:07:04,,0
T063-01_C0004,3559180_C0004_2020-03-02,C0004,Gabriel,Carillo SB,2147,Cheesecake Factory (San Jose/Blossom Hill),925 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37252720,-121862340,2020-02-20,2020-02-17,,2,0,2020-03-02 09:07:04,2020-03-02 09:57:04,6AM accesss,0
T063-01_C0004,4047459_C0004_2020-03-02,C0004,Gabriel,Carillo SB,3752,Pf Changs (San Jose/Blossom Hill),925 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37252720,-121862340,2020-02-20,2020-02-17,,2,0,2020-03-02 09:57:04,2020-03-02 10:11:04,,0
T063-01_C0004,3559182_C0004_2020-03-02,C0004,Gabriel,Carillo SB,15429,Sanraku Sushi (San Jose/Blossom Hill),925 Blossom Hill Road,San Jose,95123,CA,CA01,South Bay,37252720,-121862340,2020-02-20,2020-02-17,,2,0,2020-03-02 10:11:04,2020-03-02 10:23:04,Clean and bill Asahi at this location,0
T063-01_C0004,3559183_C0004_2020-03-02,C0004,Gabriel,Carillo SB,1021578,Jinya Ramen Bar (San Jose/Blossom Hill),925 Blossom Hill Road 1637,San Jose,95123,CA,CA01,South Bay,37253057,-121862350,2020-02-20,2020-02-17,,2,0,2020-03-02 10:28:13,2020-03-02 10:43:13,Clean and bill Sapporo at this location,0
T063-01_C0004,3559184_C0004_2020-03-02,C0004,Gabriel,Carillo SB,3610,Olive Garden (San Jose/Blossom Hill),940 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37249660,-121864590,2020-02-20,2020-02-17,,2,0,2020-03-02 10:51:08,2020-03-02 11:24:08,,0
T063-01_C0004,3559185_C0004_2020-03-02,C0004,Gabriel,Carillo SB,1906,Branham Lounge (San Jose/Branham),1116 Branham Ln,San Jose,95118,CA,CA01,South Bay,37262310,-121877390,2020-02-20,2020-02-17,,2,0,2020-03-02 11:35:32,2020-03-02 12:12:32,9:30am,0
T063-01_C0004,5713518_C0004_2020-03-02,C0004,Gabriel,Carillo SB,4125,Round Table (San Jose/Branham),1118 Branham Ln,San Jose,95118,CA,CA01,South Bay,37262230,-121877590,2020-02-20,2020-02-17,,2,0,2020-03-02 12:17:35,2020-03-02 12:49:35,Access time is 10AM,0
T063-01_C0004,3559186_C0004_2020-03-02,C0004,Gabriel,Carillo SB,4134,Round Table (San Jose/Thornwood),5440 Thornwood Dr,San Jose,95123,CA,CA01,South Bay,37254090,-121860580,2020-02-20,2020-02-17,,2,0,2020-03-02 12:59:26,2020-03-02 13:31:26,,0
T063-01_C0004,3559188_C0004_2020-03-02,C0004,Gabriel,Carillo SB,2333,Cuetopia (San Jose/Almaden),4700 Almaden Expwy,San Jose,95101,CA,CA01,South Bay,37261349,-121875020,2020-02-20,2020-02-17,,2,0,2020-03-02 13:41:58,2020-03-02 14:04:58,,0
T063-01_C0004,2922589_C0004_2020-03-02,C0004,Gabriel,Carillo SB,1059865,Iguanas (San Jose/Blossom Hill),1008 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37249480,-121868660,2020-02-20,2020-02-17,,2,0,2020-03-02 14:14:15,2020-03-02 14:38:15,,0
T063-01_C0004,3559189_C0004_2020-03-02,C0004,Gabriel,Carillo SB,1903,Bowlero (San Jose/Thornwood),5420 Thornwood Dr,San Jose,95123,CA,CA01,South Bay,37254440,-121861250,2020-02-20,2020-02-17,,2,0,2020-03-02 14:44:27,2020-03-02 15:45:27,"Mon 10am, Tue-Thurs 4pm Code for walk in 5803 Anthony (Chef) 408-680-7311 For access call 408-578-8500",0
T063-02_C0004,3571588_C0004_2020-03-03,C0004,Gabriel,Carillo SB,1015708,Smoke Eaters (San Jose/Almaden Expwy),5018 Almaden Expy. Suit 30,San Jose,95118,CA,CA01,South Bay,37257635,-121876772,2020-02-20,2020-02-18,,2,0,2020-03-03 08:22:00,2020-03-03 09:42:00,,0
T063-02_C0004,3571595_C0004_2020-03-03,C0004,Gabriel,Carillo SB,8390,Uncle Bucks Fishbowl & Grill Restaurant (San Jose/Cherry Ave),5160 Cherry Ave,San Jose,95118,CA,CA01,South Bay,37257339,-121872657,2020-02-20,2020-02-18,,2,0,2020-03-03 09:48:32,2020-03-03 10:35:32,8AM access,0
T063-02_C0004,3571608_C0004_2020-03-03,C0004,Gabriel,Carillo SB,2200,Chilis (San Jose/Almaden),5650 Almaden Expwy,San Jose,95101,CA,CA01,South Bay,37249854,-121874477,2020-02-20,2020-02-18,,2,0,2020-03-03 10:44:07,2020-03-03 11:16:07,,0
T063-02_C0004,3571618_C0004_2020-03-03,C0004,Gabriel,Carillo SB,1677,Armadillo Willys (San Jose/Blossom Hill),878 Blossom Hill Road,San Jose,95123,CA,CA01,South Bay,37248160,-121858740,2020-02-20,2020-02-18,,2,0,2020-03-03 11:24:59,2020-03-03 11:39:59,,0
T063-02_C0004,14318_C0004_2020-03-03,C0004,Gabriel,Carillo SB,3936,Red Lobster (San Jose/Almaden),5343 Almaden Expwy,San Jose,95101,CA,CA01,South Bay,37252324,-121876550,2020-02-20,2020-02-18,,2,0,2020-03-03 11:49:17,2020-03-03 12:08:17,,0
T063-02_C0004,3571629_C0004_2020-03-03,C0004,Gabriel,Carillo SB,1629,Angelos Italian Restaurant (San Jose/Blossom Hill),436 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37250310,-121829760,2020-02-20,2020-02-18,,2,0,2020-03-03 12:19:39,2020-03-03 12:34:39,,0
T063-02_C0004,3571635_C0004_2020-03-03,C0004,Gabriel,Carillo SB,1032078,Kenzo (San Jose/Snell),5465 Snell Ave,San Jose,95123,CA,CA01,South Bay,37254260,-121831200,2020-02-20,2020-02-18,,2,0,2020-03-03 12:40:53,2020-03-03 12:54:53,before 11:30 only  Clean and bill Sapporo at this location,0
T063-02_C0004,3571639_C0004_2020-03-03,C0004,Gabriel,Carillo SB,2967,Kampai (San Jose/W Capitol),519 W Capitol Expy,San Jose,95136,CA,CA01,South Bay,37274674,-121851802,2020-02-20,2020-02-18,,2,0,2020-03-03 13:06:22,2020-03-03 13:29:22,Before 11am or after 1:30pm  Clean and bill Sapporo at this location,0
T063-02_C0004,3571640_C0004_2020-03-03,C0004,Gabriel,Carillo SB,4278,Sherwood Inn (San Jose/Almaden),2988 Almaden Expwy,San Jose,95101,CA,CA01,South Bay,37278892,-121879555,2020-02-20,2020-02-18,,2,0,2020-03-03 13:39:09,2020-03-03 14:07:09,,0
T063-02_C0004,3571642_C0004_2020-03-03,C0004,Gabriel,Carillo SB,15394,Odenyaki Bistro (San Jose/Curtner Ave),71 Curtner Ave 80,San Jose,95125,CA,CA01,South Bay,37302012,-121863777,2020-02-20,2020-02-18,,2,0,2020-03-03 14:18:28,2020-03-03 14:44:28,Clean and bill Sapporo at this location,0
T063-02_C0004,3559187_C0004_2020-03-03,C0004,Gabriel,Carillo SB,1024670,Extreme Pizza (San Jose/Blossom Hill),638 Blossom Hill Road,San Jose,95123,CA,CA01,South Bay,37250458,-121844923,2020-02-20,2020-02-18,,2,0,2020-03-03 14:59:22,2020-03-03 15:28:22,Monday open 5-10pm,0
T063-02_Z-006,5637281_Z-006_2020-03-03,Z-006,Not,Routed,1059603,Goku Korean BBQ (San Jose/Meridian),3085 Meridian Ave,San Jose,95124,CA,CA04,South Bay,37269100,-121906570,2020-02-20,2020-02-18,,2,0,2020-03-03 05:47:00,2020-03-03 08:12:00,,0
T063-03_C0004,2222411_C0004_2020-03-04,C0004,Gabriel,Carillo SB,1040574,Hyatt Place San Jose (San Jose/Almaden),282 Almaden Blvd,San Jose,95113,CA,CA01,South Bay,37330290,-121891330,2020-02-20,2019-04-03,,2,0,2020-03-04 07:20:00,2020-03-04 07:52:00,,0
T063-03_C0004,3578603_C0004_2020-03-04,C0004,Gabriel,Carillo SB,2914,Jakes Restaurant (San Jose/Lincoln),1074 Lincoln Ave,San Jose,95125,CA,CA01,South Bay,37309800,-121901580,2020-02-20,2019-04-03,,2,0,2020-03-04 08:04:28,2020-03-04 09:00:28,,0
T063-03_C0004,12875_C0004_2020-03-04,C0004,Gabriel,Carillo SB,2504,Elks Lodge (San Jose/W Alma),444 W Alma Ave,San Jose,95110,CA,CA01,South Bay,37309300,-121884000,2020-02-20,2020-01-08,,2,0,2020-03-04 09:09:48,2020-03-04 09:34:48,Someone usually onsite at 9am,0
T063-03_C0004,12162_C0004_2020-03-04,C0004,Gabriel,Carillo SB,1798,Bibos NY Pizza (San Jose/Bird),1431 Bird Ave,San Jose,95125,CA,CA01,South Bay,37306710,-121890731,2020-02-20,2019-04-03,,2,0,2020-03-04 09:43:22,2020-03-04 10:11:22,fouad.elian@gmail.com,0
T063-03_C0004,14239_C0004_2020-03-04,C0004,Gabriel,Carillo SB,3857,Poor House Bistro (San Jose/S Autumn),91 S Autumn St,San Jose,95110,CA,CA01,South Bay,37329530,-121900420,2020-02-20,2019-04-03,,2,0,2020-03-04 10:23:06,2020-03-04 11:23:06,10 am access only,0
T063-03_C0004,5115907_C0004_2020-03-04,C0004,Gabriel,Carillo SB,1109659,Pizza Flora (San Jose/S 1st),78 S 1St,San Jose,95113,CA,CA04,South Bay,37334840,-121889500,2020-02-20,2019-11-13,,2,0,2020-03-04 11:27:06,2020-03-04 11:59:06,,0
T063-03_C0004,125270_C0004_2020-03-04,C0004,Gabriel,Carillo SB,7630,Back Bar (San Jose/S Market),418 S. Market St.,San Jose,95113,CA,CA01,South Bay,37329353,-121886461,2020-02-20,2019-04-03,,2,0,2020-03-04 12:06:44,2020-03-04 12:40:44,Please collect email Wed only,0
T063-03_C0004,12649_C0004_2020-03-04,C0004,Gabriel,Carillo SB,2280,Continental (San Jose/S First),349 S First St,San Jose,95101,CA,CA01,South Bay,37330692,-121886588,2020-02-20,2019-04-03,,2,0,2020-03-04 12:46:24,2020-03-04 13:33:24,Wed only - 12:30,0
T063-03_C0004,12383_C0004_2020-03-04,C0004,Gabriel,Carillo SB,2014,Caffe Frascati (San Jose/S 1st),315 S 1st St,San Jose,95113,CA,CA01,South Bay,37331165,-121886940,2020-02-20,2019-04-03,,2,0,2020-03-04 13:38:39,2020-03-04 14:00:39,,0
T063-03_C0004,2066014_C0004_2020-03-04,C0004,Gabriel,Carillo SB,1040527,Peggy Sues(San Jose/Park Center Plz),185 Park Center Plz #183,San Jose,95113,CA,CA01,South Bay,37332081,-121893061,2020-02-20,2019-04-03,,2,0,2020-03-04 14:08:53,2020-03-04 14:30:53,Please collect email,0
T063-04_C0004,316644_C0004_2020-02-20,C0004,Gabriel,Carillo SB,3181,Stanleys Sports Bar (Logitech) (San Jose/S 10th),1500 S 10Th St,San Jose,95112,CA,CA01,South Bay,37319340,-121864710,2020-02-20,2019-04-04,,2,0,2020-02-20 04:41:00,2020-02-20 05:53:00,Text Kim for access 408-685-6149,0
T063-04_C0004,3582896_C0004_2020-02-20,C0004,Gabriel,Carillo SB,4532,S & H Keyes Club (San Jose/Keyes),396 Keyes St,San Jose,95112,CA,CA01,South Bay,37323420,-121869910,2020-02-20,2019-08-22,,2,0,2020-02-20 05:59:58,2020-02-20 06:18:58,,0
T063-04_C0004,12172_C0004_2020-02-20,C0004,Gabriel,Carillo SB,1808,Bijan Bakery and Cafe (San Jose/S Market),170 S Market St,San Jose,95113,CA,CA01,South Bay,37333660,-121888790,2020-02-20,2019-04-04,,2,0,2020-02-20 06:29:17,2020-02-20 06:53:17,bijan@bijanbakery.com,0
T063-04_C0004,12024_C0004_2020-02-20,C0004,Gabriel,Carillo SB,1661,Applebees (San Jose/Curtner),51 Curtner Ave,San Jose,95125,CA,CA01,South Bay,37302870,-121863100,2020-02-20,2019-04-04,,2,0,2020-02-20 07:06:51,2020-02-20 07:40:51,,0
T063-04_C0004,3582899_C0004_2020-02-20,C0004,Gabriel,Carillo SB,2549,Famous Dave's BBQ (San Jose/Curtner),61 Curtner Ave,San Jose,95125,CA,CA01,South Bay,37302320,-121863940,2020-02-20,2019-04-04,,2,0,2020-02-20 07:46:08,2020-02-20 08:45:08,,0
T063-04_C0004,3582900_C0004_2020-02-20,C0004,Gabriel,Carillo SB,13915,Cine Lux (San Jose/Almaden),2306 Almaden Rd,San Jose,95125,CA,CA01,South Bay,37290550,-121880050,2020-02-20,2019-04-04,,2,0,2020-02-20 08:55:29,2020-02-20 09:27:29,,0
T063-04_C0004,12686_C0004_2020-02-20,C0004,Gabriel,Carillo SB,2317,Corner Deli & Grill (San Jose/E William),414 E William St,San Jose,95112,CA,CA01,South Bay,37332840,-121875780,2020-02-20,2019-04-04,,2,0,2020-02-20 09:42:48,2020-02-20 10:09:48,Please collect email,0
T063-04_C0004,3559190_C0004_2020-02-20,C0004,Gabriel,Carillo SB,1859,Blue Chip (San Jose/S First),325 S First St,San Jose,95113,CA,CA01,South Bay,37331010,-121886840,2020-02-20,2019-04-04,,2,0,2020-02-20 10:17:36,2020-02-20 11:46:36,11am service,0
T063-05_C0004,4044867_C0004_2020-02-21,C0004,Gabriel,Carillo SB,4282,Flights (Mountain View/California),800 California St,Mountain View,94041,CA,CA04,South Bay,37391540,-122080900,2020-02-20,2019-05-03,,2,0,2020-02-21 08:00:00,2020-02-21 09:04:00,20-18-7 lock box code,0
T063-05_C0004,1365510_C0004_2020-02-21,C0004,Gabriel,Carillo SB,15571,Tender Greens (Palo Alto/El Camino Real),180 El Camino Real 1050,Palo Alto,94304,CA,CA04,South Bay,37444182,-122170043,2020-02-20,2020-01-10,,2,0,2020-02-21 09:26:28,2020-02-21 09:59:28,tgpla@tendergreens.com Do not clean GT Kombucha - jc 1/29/19,0
T063-05_C0004,4044871_C0004_2020-02-21,C0004,Gabriel,Carillo SB,1076693,Kerasotes Mountain View ShowPlace ICON (Mountain View/California),2575 California St Ste 601,Mountain View,94040,CA,CA04,South Bay,37405036,-122108964,2020-02-20,2020-01-10,,2,0,2020-02-21 10:16:37,2020-02-21 12:45:37,No service on weekends,0
T063-05_C0004,4044864_C0004_2020-02-21,C0004,Gabriel,Carillo SB,1081258,Caspian Cuisine (Mountain View/El Camino Real),1910 El Camino Real,Mountain View,94040,CA,CA04,South Bay,37394060,-122096850,2020-02-20,2020-02-07,,2,0,2020-02-21 12:55:34,2020-02-21 13:23:34,cleaning before business opens or after 2PM,0
T063-05_C0004,4044875_C0004_2020-02-21,C0004,Gabriel,Carillo SB,1081878,Onigilly (Palo Alto/University),164 University Ave,Palo Alto,94301,CA,CA04,South Bay,37444160,-122163210,2020-02-20,2019-11-01,,2,0,2020-02-21 13:43:30,2020-02-21 13:58:30,Clean and bill Sapporo at this location,0
T063-05_C0004,4044879_C0004_2020-02-21,C0004,Gabriel,Carillo SB,1087792,Taro San Japanese Noodle Bar (Palo Alto/Stanford Shopping Ctr),717 Stanford Shopping Ctr,Palo Alto,94304,CA,CA01,South Bay,37442730,-122172780,2020-02-20,2019-11-01,,2,0,2020-02-21 14:08:07,2020-02-21 14:31:07,Clean and bill Sapporo at this location,0
T063-05_C0004,4044886_C0004_2020-02-21,C0004,Gabriel,Carillo SB,1085513,Terun (Palo Alto/California),448 California Ave,Palo Alto,94306,CA,CA04,South Bay,37426060,-122145540,2020-02-20,2019-05-03,,2,0,2020-02-21 14:42:49,2020-02-21 15:01:49,,0
T063-05_C0004,15035_C0004_2020-02-21,C0004,Gabriel,Carillo SB,4652,The Rose & Crown (Palo Alto/Emerson),547 Emerson St,Palo Alto,94301,CA,CA04,South Bay,37444410,-122161790,2020-02-20,2019-07-12,,2,0,2020-02-21 15:12:44,2020-02-21 16:19:44,Monday Only,0
T063-06_C0004,12722_C0004_2020-02-24,C0004,Gabriel,Carillo SB,2351,2M - Dave & Busters (Milpitas/Great Mall),940 Great Mall Dr,Milpitas,95035,CA,CA01,South Bay,37418460,-121898420,2020-02-20,2020-02-24,,2,0,2020-02-24 06:00:00,2020-02-24 08:34:00,Sanjose.AGM@daveandbusters.com; Charlie.Cook@daveandbusters.com,0
T063-06_C0004,13610_C0004_2020-02-24,C0004,Gabriel,Carillo SB,3232,Romano's Macaroni Grill (Milpitas/Ranch),110 Ranch Dr,Milpitas,95035,CA,CA04,South Bay,37427380,-121920540,2020-02-20,2019-05-06,,2,0,2020-02-24 08:48:28,2020-02-24 09:10:28,,0
T063-06_C0004,3163436_C0004_2020-02-24,C0004,Gabriel,Carillo SB,1072019,Umai Savory Hot Dogs (San Jose/N Capitol),1158 N Capitol Ave,San Jose,95132,CA,CA01,South Bay,37387750,-121860000,2020-02-20,2019-05-06,,2,0,2020-02-24 09:29:05,2020-02-24 09:55:05,,0
T063-06_C0004,4166307_C0004_2020-02-24,C0004,Gabriel,Carillo SB,1652,Shabuya (Milpitas/Ranch),84 Ranch Dr,Milpitas,95035,CA,CA04,South Bay,37426690,-121921190,2020-02-20,2019-05-20,,2,0,2020-02-24 10:15:03,2020-02-24 10:49:03,,0
T063-06_C0004,1423350_C0004_2020-02-24,C0004,Gabriel,Carillo SB,6499,Gen Korean BBQ House (San Jose/Hostetter),1628 Hostetter Road,San Jose,95131,CA,CA01,South Bay,37387190,-121885020,2020-02-20,2019-05-06,,2,0,2020-02-24 11:07:17,2020-02-24 11:45:17,,0
T063-06_C0004,1604185_C0004_2020-02-24,C0004,Gabriel,Carillo SB,1026135,Aria Dining & Banquets (Milpitas/Ranch),212 Ranch Drive,Milpitas,95035,CA,CA04,South Bay,37427830,-121919210,2020-02-20,2019-05-06,,2,0,2020-02-24 12:04:28,2020-02-24 13:04:28,,0
T063-06_C0004,13167_C0004_2020-02-24,C0004,Gabriel,Carillo SB,2796,Hilton Garden Inn (Milpitas/Ranch),30 Ranch Dr,Milpitas,95035,CA,CA04,South Bay,37425190,-121922910,2020-02-20,2019-05-06,,2,0,2020-02-24 13:10:51,2020-02-24 13:47:51,Please collect email,0
T063-06_P0009,12722_P0009_2020-02-24,P0009,Anthony,Perez EB,2351,2M - Dave & Busters (Milpitas/Great Mall),940 Great Mall Dr,Milpitas,95035,CA,CA01,South Bay,37418460,-121898420,2020-02-20,2020-02-24,,2,0,2020-02-24 06:00:00,2020-02-24 08:34:00,Sanjose.AGM@daveandbusters.com; Charlie.Cook@daveandbusters.com,0
T063-07_C0004,3680862_C0004_2020-02-25,C0004,Gabriel,Carillo SB,1962,2M - Buffalo Wild Wings (San Jose/Blossom Hill),859 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37250485,-121858122,2020-02-20,2019-02-12,,2,0,2020-02-25 07:40:00,2020-02-25 08:44:00,Only clean lines every 8 weeks,0
T063-07_C0004,5704380_C0004_2020-02-25,C0004,Gabriel,Carillo SB,1117191,Century Theatres #477 (San Jose/Blossom Hill),925 Blossom Hill Rd 2000,San Jose,95123,CA,CA01,South Bay,37252720,-121862340,2020-02-20,2020-02-25,,2,0,2020-02-25 08:45:25,2020-02-25 09:30:29,Access time is 9:30,0
T063-07_C0004,3559179_C0004_2020-02-25,C0004,Gabriel,Carillo SB,1830,2M - BJ's Brewhouse (San Jose/Blossom Hill),925 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37252720,-121862340,2020-02-20,2020-02-11,,2,0,2020-02-25 09:30:29,2020-02-25 10:33:29,6AM access,0
T063-07_C0004,3588904_C0004_2020-02-25,C0004,Gabriel,Carillo SB,2790,High Five Pizza (San Jose/Embedded),800 Embedded Way,San Jose,95138,CA,CA01,South Bay,37265800,-121794530,2020-02-20,2019-02-12,,2,0,2020-02-25 10:49:35,2020-02-25 11:22:35,,0
T063-07_C0004,14513_C0004_2020-02-25,C0004,Gabriel,Carillo SB,4131,Round Table (San Jose/Redmond),1159 Redmond Ave,San Jose,95120,CA,CA01,South Bay,37230090,-121871750,2020-02-20,2019-03-26,,2,0,2020-02-25 11:42:59,2020-02-25 11:56:59,,0
T063-07_C0004,3608286_C0004_2020-02-25,C0004,Gabriel,Carillo SB,1609,Amato Pizza (San Jose/Meridian),6081 Meridian Ave,San Jose,95120,CA,CA01,South Bay,37229690,-121884720,2020-02-20,2019-03-26,,2,0,2020-02-25 12:03:32,2020-02-25 12:30:32,,0
T063-07_C0004,261655_C0004_2020-02-25,C0004,Gabriel,Carillo SB,13428,Bamboo Fish (San Jose/Almaden),5945 Almaden Expy 120,San Jose,95120,CA,CA01,South Bay,37235141,-121873934,2020-02-20,2019-03-26,,2,0,2020-02-25 12:37:45,2020-02-25 12:54:45,Please collect email,0
T063-07_C0004,12949_C0004_2020-02-25,C0004,Gabriel,Carillo SB,2578,Fifth Quarter Bar (San Jose/B Kooser),1373 B Kooser Rd,San Jose,95101,CA,CA01,South Bay,37246605,-121888980,2020-02-20,2019-03-26,,2,0,2020-02-25 13:05:07,2020-02-25 13:28:07,dinis_world@hotmail.com,0
T063-07_C0004,13726_C0004_2020-02-25,C0004,Gabriel,Carillo SB,3348,Mikes Place (San Jose/Camden),5837 Camden Ave,San Jose,95124,CA,CA01,South Bay,37231630,-121904070,2020-02-20,2019-03-26,,2,0,2020-02-25 13:36:27,2020-02-25 14:08:27,,0
T063-07_C0004,12032_C0004_2020-02-25,C0004,Gabriel,Carillo SB,1669,Ariake Sushi (San Jose/Blossom Hill),1008 Blossom Hill Road,San Jose,95123,CA,CA01,South Bay,37249480,-121868660,2020-02-20,2019-03-26,,2,0,2020-02-25 14:21:44,2020-02-25 14:38:44,Clean and bill Sapporo at this location,0
T063-07_C0004,12203_C0004_2020-02-25,C0004,Gabriel,Carillo SB,1837,Black Angus (San Jose/1011 Blossom Hill),1011 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37251240,-121869190,2020-02-20,2019-03-26,,2,0,2020-02-25 14:45:02,2020-02-25 15:23:02,ba1121@blackangus.com,0
T063-08_C0004,12759_C0004_2020-02-26,C0004,Gabriel,Carillo SB,2388,Dive Bar (San Jose/E Santa Clara),78 E Santa Clara St,San Jose,95113,CA,CA01,South Bay,37336865,-121888961,2020-02-20,2019-07-17,,2,0,2020-02-26 04:18:00,2020-02-26 04:50:00,Wednesday only access 12p-2p Dimitri 408-768-8408,0
T063-08_C0004,174322_C0004_2020-02-26,C0004,Gabriel,Carillo SB,9122,Almaden Golf & Country Club (San Jose/Hampton),6663 Hampton Dr,San Jose,95120,CA,CA01,South Bay,37213953,-121866579,2020-02-20,2019-03-27,,2,0,2020-02-26 05:10:53,2020-02-26 06:30:53,,0
T063-08_C0004,4840329_C0004_2020-02-26,C0004,Gabriel,Carillo SB,1102103,2M - Growler USA (San Jose/The Alameda),787 The Alameda #10,San Jose,95126,CA,CA04,South Bay,37331883,-121905554,2020-02-20,2020-01-15,,2,0,2020-02-26 06:57:21,2020-02-26 08:31:21,,0
T063-08_C0004,12263_C0004_2020-02-26,C0004,Gabriel,Carillo SB,1896,Boulder Ridge Golf Course (San Jose/Old Quarry),1000 Old Quarry Rd,San Jose,95123,CA,CA01,South Bay,37233730,-121856870,2020-02-20,2019-03-27,,2,0,2020-02-26 08:55:01,2020-02-26 09:26:01,,0
T063-08_C0004,3680868_C0004_2020-02-26,C0004,Gabriel,Carillo SB,2589,Firehouse No 1 (San Jose/N San Pedro),69 N San Pedro St,San Jose,95110,CA,CA01,South Bay,37336240,-121893780,2020-02-20,2019-02-13,,2,0,2020-02-26 09:53:32,2020-02-26 10:30:32,,0
T063-08_C0004,3680869_C0004_2020-02-26,C0004,Gabriel,Carillo SB,3517,Nami Nami (Mountain View/Castro),240 Castro St,Mountain View,94041,CA,CA04,South Bay,37393450,-122079630,2020-02-20,2019-11-06,,2,0,2020-02-26 11:06:19,2020-02-26 11:42:19,Clean and bill Sapporo at this location Mon CLOSED,0
T063-08_C0004,239059_C0004_2020-02-26,C0004,Gabriel,Carillo SB,11985,Bon Chon Chicken (San Jose/Blossom Hill),1375 Blossom Hill Rd,San Jose,95118,CA,CA01,South Bay,37245300,-121889850,2020-02-20,2019-08-14,,2,0,2020-02-26 12:13:15,2020-02-26 12:42:15,silvercreek.ca.bonchon@gmail.com,0
T063-08_C0004,5082097_C0004_2020-02-27,C0004,Gabriel,Carillo SB,1109170,Sabores of the Valley (San Jose/Almaden),6944 Almaden Expy,San Jose,95120,CA,CA01,South Bay,37210350,-121845440,2020-02-20,2020-02-13,,2,0,2020-02-26 12:52:48,2020-02-26 13:14:48,account opens at 7am access time is from about 6:30am till before lunch. Alex - (408)498-2124,0
T063-08_F0005,5800912_F0005_2020-02-26,F0005,Anthony,Fabbro SB,2709,Gotts Roadside (Palo Alto/El Camino Real),855 El Camino Real,Palo Alto,94301,CA,CA04,South Bay,37438220,-122159990,2020-02-20,2020-02-12,Faucets & Couplers,2,0,2020-02-26 08:00:00,2020-02-26 09:32:00,,0
T063-09_C0004,1604179_C0004_2020-02-27,C0004,Gabriel,Carillo SB,1026132,Barrel19 Bistro & Bar (Sunnyvale/Macara),605 Macara Avenue,Sunnyvale,94085,CA,CA04,South Bay,37396290,-122041560,2020-02-20,2019-05-09,,2,0,2020-02-27 10:07:00,2020-02-27 11:09:00,,0
T063-10_C0004,4047557_C0004_2020-02-28,C0004,Gabriel,Carillo SB,1083499,Super Duper Burgers (San Jose/Prospect),5399 Prospect Rd,San Jose,95129,CA,CA04,South Bay,37292650,-121996960,2020-02-20,2020-02-14,,2,0,2020-02-28 07:14:00,2020-02-28 07:50:00,9am access on weekdays and 7am weekends,0
T063-10_C0004,4779880_C0004_2020-02-28,C0004,Gabriel,Carillo SB,1101827,Pizza My Heart (San Jose/Camden),2023 Camden Ave,San Jose,95124,CA,CA01,South Bay,37262790,-121931900,2020-02-20,2019-11-08,,2,0,2020-02-28 08:01:27,2020-02-28 08:38:27,there is a back door....access code is 1-3-5-2 if necessary. normally we can get in thur the front door. access time is 7:30am-10:30am earliest no lunch time access,0
T063-10_C0004,4434221_C0004_2020-02-28,C0004,Gabriel,Carillo SB,3537,Burger IM (San Jose/N),1751 N 1st Street,San Jose,95112,CA,CA04,South Bay,37370710,-121917050,2020-02-20,2019-08-16,,2,0,2020-02-28 09:01:03,2020-02-28 09:32:03,access time 930-10 or 2-5 mon -friday,0
T063-10_C0004,295129_C0004_2020-02-28,C0004,Gabriel,Carillo SB,13894,Octane (San Jose/Charcot Avenue),521 Charcot Avenue,San Jose,95131,CA,CA01,South Bay,37383810,-121913820,2020-02-20,2020-02-28,,2,0,2020-02-28 09:40:32,2020-02-28 10:25:32,Justin.stuyt@clubcorp.com,0
T063-10_C0004,12670_C0004_2020-02-28,C0004,Gabriel,Carillo SB,2301,Coup De Thai (Los Gatos/N Santa Cruz),137 N Santa Cruz Ave,Los Gatos,95030,CA,CA04,South Bay,37225335,-121982675,2020-02-20,2019-04-12,,2,0,2020-02-28 10:52:46,2020-02-28 11:08:46,,0
