,type,location,distributor,city,tapname,flag,brand_audit
1009,tap change,Post No Bills (Seaside/Ortiz),WINE WAREHOUSE (CA12),Seaside,Mother Earth Brew  Sin Tax,Mother Earth Brew  Sin Tax was not cleaned last cycle,
1010,tap change,Post No Bills (Seaside/Ortiz),WINE WAREHOUSE (CA12),Seaside,Mother Earth Brew Cali Creamin,Mother Earth Brew Cali Creamin was not cleaned last cycle,
1011,tap change,Post No Bills (Seaside/Ortiz),WINE WAREHOUSE (CA12),Seaside,Offshoot Beer Co.,Offshoot Beer Co. was not cleaned last cycle,
1012,tap change,Post No Bills (Seaside/Ortiz),WINE WAREHOUSE (CA12),Seaside,Unibroue La Fin Du Monde,Unibroue La Fin Du Monde was not cleaned last cycle,
1013,tap change,Powerhouse Pub (Folsom/Sutter Street),GOLDEN BRANDS - SACRAMENTO,Folsom,Knee Deep Brewing Hoptologist,Knee Deep Brewing Hoptologist was not cleaned last cycle,
1014,tap change,Powerhouse Pub (Folsom/Sutter Street),MUSSETTER,Folsom,Altamont Beer Juice Above The Clouds,Altamont Beer Juice Above The Clouds was not cleaned last cycle,
1015,tap change,Pretty Lady (Oakland/Peralta Avenue),BAY AREA BEVERAGE,Oakland,Green Flash Brewing Green Flash West Coast IPA,Green Flash Brewing Green Flash West Coast IPA was not cleaned last cycle,
1016,tap change,Pretty Lady (Oakland/Peralta Avenue),BAY AREA BEVERAGE,Oakland,Guinness,Guinness was not cleaned last cycle,
1017,tap change,Primos Restaurant (South Lake Tahoe/Lake Tahoe),SACCANI,South Lake Tahoe,Belching Beaver Deftones Phantom Bride,Belching Beaver Deftones Phantom Bride was not cleaned last cycle,
1018,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),DISCRETION BREWING,Sunnyvale,Discretion brewing Wooden Ruler,Discretion brewing Wooden Ruler was not cleaned last cycle,
1019,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Firestone Helluva Brulee,Firestone Helluva Brulee was not cleaned last cycle,
1020,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Firestone Luponic Distortion 14,Firestone Luponic Distortion 14 was not cleaned last cycle,
1021,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),GOLDEN BRANDS - SAN JOSE,Sunnyvale,New Belgium Voodoo Ranger Starship IPA,New Belgium Voodoo Ranger Starship IPA was not cleaned last cycle,
1022,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),WINE WAREHOUSE,Sunnyvale,Coronado Leisure Lagoon Hazy Pale,Coronado Leisure Lagoon Hazy Pale was not cleaned last cycle,
1023,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),WINE WAREHOUSE,Sunnyvale,Coronado Weekend Vibes,Coronado Weekend Vibes was not cleaned last cycle,
1024,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),WINE WAREHOUSE,Sunnyvale,East Brother Beer Company Red Lager,East Brother Beer Company Red Lager was not cleaned last cycle,
1025,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),WINE WAREHOUSE,Sunnyvale,Offshoot Beer Co. Retreat,Offshoot Beer Co. Retreat was not cleaned last cycle,
1026,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),WINE WAREHOUSE,Sunnyvale,Stem Cider,Stem Cider was not cleaned last cycle,
1027,tap change,Prolific Oven - Tap'T Beer + Kitchen (Sunnyvale/W Washington),WINE WAREHOUSE,Sunnyvale,Upland Brewery Golden Brue,Upland Brewery Golden Brue was not cleaned last cycle,
1028,tap change,Provenance (Sacramento/7th),GOLDEN BRANDS - SACRAMENTO,Sacramento,Cali Craft Cool Kidz IPA,Cali Craft Cool Kidz IPA was not cleaned last cycle,
1029,tap change,Provenance (Sacramento/7th),GOLDEN BRANDS - SACRAMENTO,Sacramento,Heretic Brewery Lager,Heretic Brewery Lager was not cleaned last cycle,
1030,tap change,Quail Lodge (Carmel-By-The-Sea/Valley Greens),WINE WAREHOUSE (CA12),Carmel-By-The-Sea,Anderson Valley Bourbon Barrel Stout,Anderson Valley Bourbon Barrel Stout was not cleaned last cycle,
1031,tap change,Quarter Note (Sunnyvale/Apollo Wy),ANHEUSER-BUSCH BAY AREA SALES,Sunnyvale,Elysian Brewing Space Dust IPA,Elysian Brewing Space Dust IPA was not cleaned last cycle,
1032,tap change,R 15 (Sacramento/R),BIKE DOG BREWING,Sacramento,Bike Dog Pro Zach,Bike Dog Pro Zach was not cleaned last cycle,
1033,tap change,R 15 (Sacramento/R),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Sierra Nevada Hazy Little IPA,Sierra Nevada Hazy Little IPA was not cleaned last cycle,
1034,tap change,R 15 (Sacramento/R),MUSSETTER,Sacramento,Henhouse Extra Frozen Envelope,Henhouse Extra Frozen Envelope was not cleaned last cycle,
1035,tap change,R 15 (Sacramento/R),SACCANI,Sacramento,New Glory Pale Ale,New Glory Pale Ale was not cleaned last cycle,
1036,tap change,R 15 (Sacramento/R),SACCANI,Sacramento,Oskar Blues Wild Basin Classic Lime,Oskar Blues Wild Basin Classic Lime was not cleaned last cycle,
1037,tap change,R Bar (Merced/V),Valley Wide Beverage,Merced,Sierra Nevada Hazy Little IPA,Sierra Nevada Hazy Little IPA was not cleaned last cycle,
1038,tap change,Raceday Cycles & Multisport (Lincoln/Twelve Bridges),MARKSTEIN BEVERAGE CO - SACTO (CA08),Lincoln,Firestone Mind Haze Ipa,Firestone Mind Haze Ipa was not cleaned last cycle,
1039,tap change,Raceday Cycles & Multisport (Lincoln/Twelve Bridges),MARKSTEIN BEVERAGE CO - SACTO (CA08),Lincoln,Seismic Brewing Shatter Cone,Seismic Brewing Shatter Cone was not cleaned last cycle,
1040,tap change,Ralston's Goat (Modesto/10Th),WINE WAREHOUSE (CA14),Modesto,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
1041,tap change,Red Caboose (Antioch/Fulton Shipyard),BAY AREA BEVERAGE,Antioch,Samuel Adams Winter Lager,Samuel Adams Winter Lager was not cleaned last cycle,
1042,tap change,Red Dog (San Francisco/2nd),WINE WAREHOUSE (CA13),San Francisco,Port Brewing,Port Brewing was not cleaned last cycle,
1043,tap change,Red Lion Hotel (Monterey/Munras),COUCH DISTRIBUTING,Monterey,Elysian Brewing Space Dust,Elysian Brewing Space Dust was not cleaned last cycle,
1044,tap change,Red Lion Hotel (Monterey/Munras),COUCH DISTRIBUTING,Monterey,Stella Artois Belgium,Stella Artois Belgium was not cleaned last cycle,
1045,tap change,Red Robin (Lincoln/E Joiner),GOLDEN BRANDS - SACRAMENTO,Lincoln,Angry Orchard Crisp Apple,Angry Orchard Crisp Apple was not cleaned last cycle,
1046,tap change,Red Robin (Santa Clara/Rivermark),GOLDEN BRANDS - SAN JOSE,Santa Clara,Angry Orchard Crisp Apple,Angry Orchard Crisp Apple was not cleaned last cycle,
1047,tap change,Red Robin (Santa Clara/Rivermark),GOLDEN BRANDS - SAN JOSE,Santa Clara,Samuel Adams Boston Lager,Samuel Adams Boston Lager was not cleaned last cycle,
1048,tap change,Red Robin (Santa Clara/Rivermark),GOLDEN BRANDS - SAN JOSE,Santa Clara,Samuel Adams Winter Lager,Samuel Adams Winter Lager was not cleaned last cycle,
1049,tap change,Residence Inn #2 (Sunnyvale/Stewart),ANHEUSER-BUSCH BAY AREA SALES,Sunnyvale,Bud Light,Bud Light was not cleaned last cycle,
1050,tap change,Residence Inn (Mountain View/W El Camino Real),GOLDEN BRANDS - SAN JOSE,Mountain View,Green Flash Tropical DNA,Green Flash Tropical DNA was not cleaned last cycle,
1051,tap change,Residence Inn (Sunnyvale/Lakeway),ANHEUSER-BUSCH BAY AREA SALES,Sunnyvale,Michelob Ultra,Michelob Ultra was not cleaned last cycle,
1052,tap change,Residence Inn (Sunnyvale/Lakeway),ANHEUSER-BUSCH BAY AREA SALES,Sunnyvale,Shock Top Belgian White,Shock Top Belgian White was not cleaned last cycle,
1053,tap change,Rio City Cafe (Sacramento/Front),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Firestone Walker 805,Firestone Walker 805 was not cleaned last cycle,
1054,tap change,Rio City Cafe (Sacramento/Front),SACCANI,Sacramento,Lagunitas Little Sumpin,Lagunitas Little Sumpin was not cleaned last cycle,
1055,tap change,Riva Grill (South Lake Tahoe/Ski Run),MUSSETTER,South Lake Tahoe,Auburn Ale House Brewmasters Pub,Auburn Ale House Brewmasters Pub was not cleaned last cycle,
1056,tap change,River Ranch (Tahoe City/River),MARKSTEIN BEVERAGE CO - SACTO (CA08),Tahoe City,Drakes 1500,Drakes 1500 was not cleaned last cycle,
1057,tap change,River Ranch (Tahoe City/River),MARKSTEIN BEVERAGE CO - SACTO (CA08),Tahoe City,Golden Road Blonde Ale,Golden Road Blonde Ale was not cleaned last cycle,
1058,tap change,Riverside Sports Bar (Sacramento/Riverside),GOLDEN BRANDS - SACRAMENTO,Sacramento,Calicraft Oaktown Brown,Calicraft Oaktown Brown was not cleaned last cycle,
1059,tap change,Riverside Sports Bar (Sacramento/Riverside),GOLDEN BRANDS - SACRAMENTO,Sacramento,Deschutes Lil Squeezy,Deschutes Lil Squeezy was not cleaned last cycle,
1060,tap change,Riverside Sports Bar (Sacramento/Riverside),GOLDEN BRANDS - SACRAMENTO,Sacramento,Deschutes Wowza Pale Ale,Deschutes Wowza Pale Ale was not cleaned last cycle,
1061,tap change,Riverside Sports Bar (Sacramento/Riverside),SACCANI,Sacramento,New Glory NGB Pils,New Glory NGB Pils was not cleaned last cycle,
1062,tap change,Riverside Sports Bar (Sacramento/Riverside),SACCANI,Sacramento,New Helvetia Molly American Red Ale,New Helvetia Molly American Red Ale was not cleaned last cycle,
1063,tap change,Riverside Sports Bar (Sacramento/Riverside),WINE WAREHOUSE,Sacramento,Brouweirj Bavik Super Pils,Brouweirj Bavik Super Pils was not cleaned last cycle,
1064,tap change,Rockridge Improvement Center (Oakland/College),BAY AREA BEVERAGE,Oakland,Anchor Steam,Anchor Steam was not cleaned last cycle,
1065,tap change,Rocky's 7440 Club (Citrus Heights/Auburn),MARKSTEIN BEVERAGE CO - SACTO,Citrus Heights,Corona Extra,Corona Extra was not cleaned last cycle,
1066,tap change,Rocky's 7440 Club (Citrus Heights/Auburn),MARKSTEIN BEVERAGE CO - SACTO,Citrus Heights,Sierra Nevada Pale Ale,Sierra Nevada Pale Ale was not cleaned last cycle,
1067,tap change,Rosie McCanns Irish Pub (San Jose/Santana Row),GOLDEN BRANDS - SAN JOSE,San Jose,Lagunita's IPA,Lagunita's IPA was not cleaned last cycle,
1068,tap change,Round Table (Auburn/Elm),GOLDEN BRANDS - SACRAMENTO,Auburn,Knee Deep Brewing Citra,Knee Deep Brewing Citra was not cleaned last cycle,
1069,tap change,Round Table (Auburn/Elm),MARKSTEIN BEVERAGE CO - SACTO (CA08),Auburn,Firestone 805,Firestone 805 was not cleaned last cycle,
1070,tap change,Round Table (Auburn/Elm),SACCANI,Auburn,Oskar Blues Can O Bliss Ipa,Oskar Blues Can O Bliss Ipa was not cleaned last cycle,
1071,tap change,Round Table (Chico/Mangrove),MUSSETTER,Chico,Pizza Port Brewing,Pizza Port Brewing was not cleaned last cycle,
1072,tap change,Round Table (Chico/Pillsbury),MARKSTEIN BEVERAGE CO - SACTO (CA02),Chico,Firestone Mind Haze Ipa,Firestone Mind Haze Ipa was not cleaned last cycle,
1073,tap change,Round Table (Chico/Pillsbury),MARKSTEIN BEVERAGE CO - SACTO (CA02),Chico,Modelo Especial,Modelo Especial was not cleaned last cycle,
1074,tap change,Round Table (Chico/Pillsbury),SECRET TRAIL BREWING,Chico,Secret Trail Brewing Electric Oats IPA,Secret Trail Brewing Electric Oats IPA was not cleaned last cycle,
1075,tap change,Round Table (Chico/Pillsbury),SECRET TRAIL BREWING,Chico,Secret Trail Comanche Creek,Secret Trail Comanche Creek was not cleaned last cycle,
1076,tap change,Round Table (Chico/Pillsbury),WINE WAREHOUSE,Chico,Coronado Leisure Lagoon Hazy Pale,Coronado Leisure Lagoon Hazy Pale was not cleaned last cycle,
1077,tap change,Round Table (Citrus Heights/Lichen),MARKSTEIN BEVERAGE CO - SACTO,Citrus Heights,10 Barrel Apocalypse IPA,10 Barrel Apocalypse IPA was not cleaned last cycle,
1078,tap change,Round Table (Citrus Heights/Lichen),MARKSTEIN BEVERAGE CO - SACTO,Citrus Heights,Firestone Walker 805,Firestone Walker 805 was not cleaned last cycle,
1079,tap change,Round Table (Davis/W Covell),MARKSTEIN BEVERAGE CO - SACTO,Davis,Ballast Point Aloha Sculpin IPA,Ballast Point Aloha Sculpin IPA was not cleaned last cycle,
1080,tap change,Round Table (Elk Grove/Bruceville),MARKSTEIN BEVERAGE CO - SACTO,Elk Grove,Firestone Mind Haze Ipa,Firestone Mind Haze Ipa was not cleaned last cycle,
1081,tap change,Round Table (Merced/W Olive),Donaghy,Merced,Budweiser,Budweiser was not cleaned last cycle,
1082,tap change,Round Table (San Jose/N 1st),ANHEUSER-BUSCH BAY AREA SALES,San Jose,Budweiser,Budweiser was not cleaned last cycle,
1083,tap change,Round Table (San Jose/N 1st),ANHEUSER-BUSCH BAY AREA SALES,San Jose,Golden Road Hazy LA IPA,Golden Road Hazy LA IPA was not cleaned last cycle,
1084,tap change,Round Table (Sunnyvale/Old San Francisco),ANHEUSER-BUSCH BAY AREA SALES,Sunnyvale,Four Peaks Brewing Kilt Lifter,Four Peaks Brewing Kilt Lifter was not cleaned last cycle,
1085,tap change,Round Table (Sunnyvale/Old San Francisco),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Coors Light,Coors Light was not cleaned last cycle,
1086,tap change,Round Table (Vacaville/Browns Valley),SACCANI,Vacaville,Lagunitas Lagur,Lagunitas Lagur was not cleaned last cycle,
1087,tap change,Rubianos (San Leandro/Dutton),ANHEUSER-BUSCH BAY AREA SALES,San Leandro,10 Barrel Apocalypse IPA,10 Barrel Apocalypse IPA was not cleaned last cycle,
1088,tap change,Rudys At The Patio (Palo Alto/Emerson),ANHEUSER-BUSCH BAY AREA SALES,Palo Alto,Golden Road Hazy LA IPA,Golden Road Hazy LA IPA was not cleaned last cycle,
1089,tap change,Rudys At The Patio (Palo Alto/Emerson),GOLDEN BRANDS - SAN JOSE,Palo Alto,Coors Light,Coors Light was not cleaned last cycle,
1090,tap change,Running Iron Rest & Saloon (Carmel Valley/E Carmel Valley),ENGLISH ALES BREWERY,Carmel Valley,English Ales One Eleven Pilsner,English Ales One Eleven Pilsner was not cleaned last cycle,
1091,tap change,Ryderz (Oakdale/East F),Donaghy,Oakdale,Firestone Mind Haze Ipa,Firestone Mind Haze Ipa was not cleaned last cycle,
1092,tap change,Sac Brew Bike (Sacramento/19Th),SAC BREW BIKE,Sacramento,Berryessa Propaganda Pils,Berryessa Propaganda Pils was not cleaned last cycle,
1093,tap change,Sac Brew Bike (Sacramento/19Th),SAC BREW BIKE,Sacramento,Fort Rock Hazy Like Sunday Morning,Fort Rock Hazy Like Sunday Morning was not cleaned last cycle,
1094,tap change,Sac Brew Bike (Sacramento/19Th),SAC BREW BIKE,Sacramento,Two Rivers Huckleberry,Two Rivers Huckleberry was not cleaned last cycle,
1095,tap change,Sauls Restaurant & Deli (Berkeley/Shattuck),WINE WAREHOUSE,Berkeley,Almanac Vibes Pilsner,Almanac Vibes Pilsner was not cleaned last cycle,
1096,tap change,Scoreboard Pizza (Roseville/Sierra College),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Modelo Negra,Modelo Negra was not cleaned last cycle,
1097,tap change,Seascape Golf Club (Aptos/Clubhouse),ELYXIR DISTRIBUTING,Aptos,Drakes 1500,Drakes 1500 was not cleaned last cycle,
1098,tap change,Seascape Golf Club (Aptos/Clubhouse),ELYXIR DISTRIBUTING,Aptos,Founders Rubaeus Raspberry Ale,Founders Rubaeus Raspberry Ale was not cleaned last cycle,
1099,tap change,Shady Coffee & Tea (Roseville/Douglas),GOLDEN BRANDS - SACRAMENTO,Roseville,Green Flash Tropical DNA,Green Flash Tropical DNA was not cleaned last cycle,
1100,tap change,Shady Coffee & Tea (Roseville/Douglas),GOLDEN BRANDS - SACRAMENTO,Roseville,Lost Coast Winter Brown Ale,Lost Coast Winter Brown Ale was not cleaned last cycle,
1101,tap change,Shady Coffee & Tea (Roseville/Douglas),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Drake's Black Robusto,Drake's Black Robusto was not cleaned last cycle,
1102,tap change,Shady Coffee & Tea (Roseville/Douglas),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Firestone Union Jack IPA,Firestone Union Jack IPA was not cleaned last cycle,
1103,tap change,Shine (Sacramento/E),SACCANI,Sacramento,Modern Times Black House,Modern Times Black House was not cleaned last cycle,
1104,tap change,Shooters Wings & Things (Manteca/W Yosemite),Donaghy,Manteca,Indigency Hard Cider,Indigency Hard Cider was not cleaned last cycle,
1105,tap change,Sierra Cinema (Grass Valley/East Main),CROOKED LANE BREWING,Grass Valley,Crooked Lane Brewing 1-2 Punch,Crooked Lane Brewing 1-2 Punch was not cleaned last cycle,
1106,tap change,Sierra Pizza (S Lake Tahoe/Al Tahoe),MARKSTEIN BEVERAGE CO - SACTO (CA08),South Lake Tahoe,Device Brewery Pineapple Cannon,Device Brewery Pineapple Cannon was not cleaned last cycle,
1107,tap change,Sierra Pizza (S Lake Tahoe/Al Tahoe),MARKSTEIN BEVERAGE CO - SACTO (CA08),South Lake Tahoe,Fifty Fifty Brewing West Coast Haze,Fifty Fifty Brewing West Coast Haze was not cleaned last cycle,
1108,tap change,Sierra Pizza (S Lake Tahoe/Al Tahoe),MARKSTEIN BEVERAGE CO - SACTO (CA08),South Lake Tahoe,Firestone Coconut Merlin Milk Stout,Firestone Coconut Merlin Milk Stout was not cleaned last cycle,
1109,tap change,Silicon Valley Capital Club (San Jose/W San),GOLDEN BRANDS - SAN JOSE,San Jose,Anchor California Lager,Anchor California Lager was not cleaned last cycle,
1110,tap change,Simply Pizza (Dublin/Dublin Blvd),BAY AREA BEVERAGE,Dublin,Saint Archer IPA,Saint Archer IPA was not cleaned last cycle,
1111,tap change,Smoke Eaters (San Jose/Almaden Expwy),GOLDEN BRANDS - SAN JOSE,San Jose,Deschutes Wowza,Deschutes Wowza was not cleaned last cycle,
1112,tap change,Smoke Eaters (San Jose/Almaden Expwy),GOLDEN BRANDS - SAN JOSE,San Jose,Firestone Parabola,Firestone Parabola was not cleaned last cycle,
1113,tap change,Smoke Eaters (San Jose/Almaden Expwy),GOLDEN BRANDS - SAN JOSE,San Jose,Russian River Blind Pig IPA,Russian River Blind Pig IPA was not cleaned last cycle,
1114,tap change,Smoke Eaters (San Jose/Almaden Expwy),GOLDEN BRANDS - SAN JOSE,San Jose,Russian River Pliney the Elder,Russian River Pliney the Elder was not cleaned last cycle,
1115,tap change,Smoke Eaters (San Jose/Almaden Expwy),WINE WAREHOUSE,San Jose,Stem Cider Hibiscus Passion Apple Cider,Stem Cider Hibiscus Passion Apple Cider was not cleaned last cycle,
1116,tap change,Smoke Eaters (San Jose/Almaden Expwy),WINE WAREHOUSE,San Jose,Upland Brewing Co Rind,Upland Brewing Co Rind was not cleaned last cycle,
1117,tap change,Smokin Pig Bbq (Fremont/Mowry Ave),ALTAMONT BEER WORKS,Fremont,Altamont Beer Works Rich Mahogany,Altamont Beer Works Rich Mahogany was not cleaned last cycle,
1118,tap change,Solomons Delicatessen (Sacramento/K),BIKE DOG BREWING,Sacramento,Bike Dog Milk Stout,Bike Dog Milk Stout was not cleaned last cycle,
1119,tap change,Solomons Delicatessen (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Blue Moon Belgian White,Blue Moon Belgian White was not cleaned last cycle,
1120,tap change,Solomons Delicatessen (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Coors Light,Coors Light was not cleaned last cycle,
1121,tap change,Somar (Oakland/Telegraph),BAY AREA BEVERAGE,Oakland,Ace Apple Cider,Ace Apple Cider was not cleaned last cycle,
1122,tap change,Somar (Oakland/Telegraph),BAY AREA BEVERAGE,Oakland,Ace Pineapple,Ace Pineapple was not cleaned last cycle,
1123,tap change,Somar (Oakland/Telegraph),BAY AREA BEVERAGE,Oakland,Modelo Especial,Modelo Especial was not cleaned last cycle,
1124,tap change,Sonora Tap Room (Sonora/E Linoberg),Donaghy,Sonora,Barrel House Big Sur DIPA,Barrel House Big Sur DIPA was not cleaned last cycle,
1125,tap change,Sonora Tap Room (Sonora/E Linoberg),Donaghy,Sonora,Barrel House Juicy IPA,Barrel House Juicy IPA was not cleaned last cycle,
1126,tap change,Sonora Tap Room (Sonora/E Linoberg),Donaghy,Sonora,Barrel House Ppog Milkshake,Barrel House Ppog Milkshake was not cleaned last cycle,
1127,tap change,Sonora Tap Room (Sonora/E Linoberg),Donaghy,Sonora,Stone Arrogant Bastard,Stone Arrogant Bastard was not cleaned last cycle,
1128,tap change,Sonora Tap Room (Sonora/E Linoberg),Donaghy,Sonora,Track 7 Octicryo Anniversary Ipa,Track 7 Octicryo Anniversary Ipa was not cleaned last cycle,
1129,tap change,Sonora Tap Room (Sonora/E Linoberg),WINE WAREHOUSE (CA14),Sonora,North Coast Berliner Weisse,North Coast Berliner Weisse was not cleaned last cycle,
1130,tap change,Splunk (San Jose/Olsen),ANHEUSER-BUSCH BAY AREA SALES,San Jose,Elysian Space Dust,Elysian Space Dust was not cleaned last cycle,
1131,tap change,Splunk (San Jose/Olsen),ANHEUSER-BUSCH BAY AREA SALES,San Jose,Golden Road Hefeweizen,Golden Road Hefeweizen was not cleaned last cycle,
1132,tap change,Splunk (San Jose/Olsen),WINE WAREHOUSE,San Jose,Coronado Leisure Lagoon Hazy Pale,Coronado Leisure Lagoon Hazy Pale was not cleaned last cycle,
1133,tap change,Splunk (San Jose/Olsen),WINE WAREHOUSE,San Jose,Mother Earth Brew Sin Tax Imperial Peanut Butter Stout,Mother Earth Brew Sin Tax Imperial Peanut Butter Stout was not cleaned last cycle,
1134,tap change,Sportsman (Sonora/S Washington),Donaghy,Sonora,Dust Bowl Hobo Pilsner,Dust Bowl Hobo Pilsner was not cleaned last cycle,
1135,tap change,Sportsman (Sonora/S Washington),Donaghy,Sonora,Firestone Union Jack IPA,Firestone Union Jack IPA was not cleaned last cycle,
1136,tap change,Spring Hill Suites (San Jose/Skyport),ANHEUSER-BUSCH BAY AREA SALES,San Jose,Gordon Biersch Marzen,Gordon Biersch Marzen was not cleaned last cycle,
1137,tap change,Spring Hill Suites (San Jose/Skyport),ANHEUSER-BUSCH BAY AREA SALES,San Jose,SF Speakeasy Big Daddy IPA,SF Speakeasy Big Daddy IPA was not cleaned last cycle,
1138,tap change,St Stans Brewing (Modesto/11th),Donaghy,Modesto,Amador Brewing Deep Hop Red,Amador Brewing Deep Hop Red was not cleaned last cycle,
1139,tap change,St Stans Brewing (Modesto/11th),Donaghy,Modesto,Firestone Fly Jack IPA,Firestone Fly Jack IPA was not cleaned last cycle,
1140,tap change,St Stans Brewing (Modesto/11th),Donaghy,Modesto,Tioga Sequoia Firefall Red,Tioga Sequoia Firefall Red was not cleaned last cycle,
1141,tap change,St Stans Brewing (Modesto/11th),WINE WAREHOUSE (CA14),Modesto,Weihenstephaner Vitus,Weihenstephaner Vitus was not cleaned last cycle,
1142,tap change,Stanleys Sports Bar (Logitech) (San Jose/S 10th),GOLDEN BRANDS - SAN JOSE,San Jose,Anchor Brewing  Bay Keeper IPA,Anchor Brewing  Bay Keeper IPA was not cleaned last cycle,
1143,tap change,Stanleys Sports Bar (Logitech) (San Jose/S 10th),GOLDEN BRANDS - SAN JOSE,San Jose,Founders Solid Gold,Founders Solid Gold was not cleaned last cycle,
1144,tap change,Stateline Brewery (South Lake Tahoe/Us-50),GOLDEN BRANDS - TRUCKEE,South Lake Tahoe,Anchor California Lager,Anchor California Lager was not cleaned last cycle,
1145,tap change,Stateline Brewery (South Lake Tahoe/Us-50),MARKSTEIN BEVERAGE CO - SACTO (CA08),South Lake Tahoe,Drake's Dry Hopped Pale Ale,Drake's Dry Hopped Pale Ale was not cleaned last cycle,
1146,tap change,Stateline Brewery (South Lake Tahoe/Us-50),MUSSETTER,South Lake Tahoe,Pizza Port Cronic Amber,Pizza Port Cronic Amber was not cleaned last cycle,
1147,tap change,Stateline Brewery (South Lake Tahoe/Us-50),SACCANI,South Lake Tahoe,Belching Beaver Me So Honey,Belching Beaver Me So Honey was not cleaned last cycle,
1148,tap change,Stateline Brewery (South Lake Tahoe/Us-50),SACCANI,South Lake Tahoe,Lead Dog Citra Solo IPA,Lead Dog Citra Solo IPA was not cleaned last cycle,
1149,tap change,Stay Gold Deli (Oakland/San Pablo),BAY AREA BEVERAGE,Oakland,Miller High Life,Miller High Life was not cleaned last cycle,
1150,tap change,Stay Gold Deli (Oakland/San Pablo),WINE WAREHOUSE,Oakland,East Brother Beer Company Freighter Series,East Brother Beer Company Freighter Series was not cleaned last cycle,
1151,tap change,Stay Gold Deli (Oakland/San Pablo),WINE WAREHOUSE,Oakland,North Coast Scrimshaw Pilsner,North Coast Scrimshaw Pilsner was not cleaned last cycle,
1152,tap change,Staybridge Suites (Folsom/Cavitt),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Shock Top Belgian White,Shock Top Belgian White was not cleaned last cycle,
1153,tap change,Steves Pizza (El Dorado Hills/Park),GOLDEN BRANDS - SACRAMENTO,El Dorado Hills,Bear Republic Brewing Co. Thru The Haze,Bear Republic Brewing Co. Thru The Haze was not cleaned last cycle,
1154,tap change,Steves Pizza (El Dorado Hills/Park),GOLDEN BRANDS - SACRAMENTO,El Dorado Hills,Heretic Brewing Company You Can't Handle the Juice,Heretic Brewing Company You Can't Handle the Juice was not cleaned last cycle,
1155,tap change,Steves Pizza (El Dorado Hills/Park),GOLDEN BRANDS - SACRAMENTO,El Dorado Hills,Karl Strauss Isomerizer IPA,Karl Strauss Isomerizer IPA was not cleaned last cycle,
1156,tap change,Steves Pizza (El Dorado Hills/Park),MARKSTEIN BEVERAGE CO - SACTO (CA08),El Dorado Hills,Device Brewery Hop Revolt,Device Brewery Hop Revolt was not cleaned last cycle,
1157,tap change,Steves Pizza (El Dorado Hills/Park),MARKSTEIN BEVERAGE CO - SACTO (CA08),El Dorado Hills,Sierra Nevada 40Th Anniversary Ale,Sierra Nevada 40Th Anniversary Ale was not cleaned last cycle,
1158,tap change,Steves Pizza (El Dorado Hills/Park),MUSSETTER,El Dorado Hills,Dust Bowl Peace Love And Haze,Dust Bowl Peace Love And Haze was not cleaned last cycle,
1159,tap change,Steves Pizza (El Dorado Hills/Park),MUSSETTER,El Dorado Hills,Faction Brewing Diverge IPA,Faction Brewing Diverge IPA was not cleaned last cycle,
1160,tap change,Steves Pizza (El Dorado Hills/Park),SACCANI,El Dorado Hills,New Glory Ubahdank,New Glory Ubahdank was not cleaned last cycle,
1161,tap change,Steves Place (Woodland/Main),MARKSTEIN BEVERAGE CO - SACTO,Woodland,Sierra Nevada Sierravesa,Sierra Nevada Sierravesa was not cleaned last cycle,
1162,tap change,Steves Place (Woodland/Main),MARKSTEIN BEVERAGE CO - SACTO,Woodland,Track 7 Brewing Bee Line,Track 7 Brewing Bee Line was not cleaned last cycle,
1163,tap change,Straw Hat Pizza (Union City/Industrial),BAY AREA BEVERAGE,Union City,Belching Beaver Dia De Los Deftones,Belching Beaver Dia De Los Deftones was not cleaned last cycle,
