,distributor,serviceable,distactive,locid,city,address1,zip,tapname,bid,zonevalue,area,did,client,clientNumber,recurDescription,quantity,dist_tap_audit,brewery_dist_audit
16325,WINE WAREHOUSE (CA12),True,True,1210,Scotts Valley,5600 Scotts Valley Dr,95066,Allagash White,3591,CA12,,122,2M - Jia Tellas Cambodian (Scotts Valley/Scotts Valley),343820.0,,1,,
16326,WINE WAREHOUSE (CA12),True,True,1210,Scotts Valley,5600 Scotts Valley Dr,95066,Anderson Valley Boont Amber,3467,CA12,,122,2M - Jia Tellas Cambodian (Scotts Valley/Scotts Valley),343820.0,,3,,
16327,WINE WAREHOUSE (CA12),True,True,1210,Scotts Valley,5600 Scotts Valley Dr,95066,Golden State Cider,4337,CA12,,122,2M - Jia Tellas Cambodian (Scotts Valley/Scotts Valley),343820.0,,1,,
16328,WINE WAREHOUSE (CA12),True,True,1210,Scotts Valley,5600 Scotts Valley Dr,95066,Lost Abbey,1059978,CA12,,122,2M - Jia Tellas Cambodian (Scotts Valley/Scotts Valley),343820.0,,2,,
16329,WINE WAREHOUSE (CA12),True,True,1210,Scotts Valley,5600 Scotts Valley Dr,95066,Offshoot Beer Co.,1047882,CA12,,122,2M - Jia Tellas Cambodian (Scotts Valley/Scotts Valley),343820.0,,3,,
16330,WINE WAREHOUSE (CA12),True,True,1210,Scotts Valley,5600 Scotts Valley Dr,95066,Stem Cider,1065984,CA12,,122,2M - Jia Tellas Cambodian (Scotts Valley/Scotts Valley),343820.0,,2,,
16331,WINE WAREHOUSE (CA12),True,True,1088,Seaside,1 Mcclure Way,93955,Coronado Brewing Company Islander IPA,1057338,CA12,,122,Bayonet & Blk Horse Golf (Seaside/Mcclure),301998.0,,1,,
16332,WINE WAREHOUSE (CA12),True,True,1218,Seaside,1441 Canyon Del Rey Blvd,93955,Allagash White,3591,CA12,,122,Embassy Suites Hotel (Seaside/Canyon Del Rey),352074.0,,1,,
16333,WINE WAREHOUSE (CA12),True,True,1087789,Seaside,565 Obama Way,93955,Almanac Love Hazy IPA,1092281,CA12,,122,Counterpoint Coffee (Seaside/Obama),357144.0,,1,,
16334,WINE WAREHOUSE (CA12),True,True,1087789,Seaside,565 Obama Way,93955,North Coast Old Rasputin,3121,CA12,,122,Counterpoint Coffee (Seaside/Obama),357144.0,,1,,
16335,WINE WAREHOUSE (CA12),True,True,1087789,Seaside,565 Obama Way,93955,North Coast Scrimshaw,3466,CA12,,122,Counterpoint Coffee (Seaside/Obama),357144.0,,1,,
16336,WINE WAREHOUSE (CA12),True,True,1065,Seaside,600 Ortiz Ave,93955,Figueroa Mountain Point Conception,1159389,CA12,,122,Post No Bills (Seaside/Ortiz),352954.0,"Thur 1pm-3pm only
no service Saturdays",1,x,x
16337,WINE WAREHOUSE (CA12),True,True,1065,Seaside,600 Ortiz Ave,93955,Hofbrau Helles,1165769,CA12,,122,Post No Bills (Seaside/Ortiz),352954.0,"Thur 1pm-3pm only
no service Saturdays",1,x,
16338,WINE WAREHOUSE (CA12),True,True,1065,Seaside,600 Ortiz Ave,93955,North Coast Barrel Aged Old Rasputin XVIII,1207972,CA12,,122,Post No Bills (Seaside/Ortiz),352954.0,"Thur 1pm-3pm only
no service Saturdays",1,x,x
16339,WINE WAREHOUSE (CA12),True,True,1065,Seaside,600 Ortiz Ave,93955,North Coast Brewing Red Seal Ale,1057129,CA12,,122,Post No Bills (Seaside/Ortiz),352954.0,"Thur 1pm-3pm only
no service Saturdays",1,,
16340,WINE WAREHOUSE (CA12),True,True,1065,Seaside,600 Ortiz Ave,93955,North Coast Pranqster,1055886,CA12,,122,Post No Bills (Seaside/Ortiz),352954.0,"Thur 1pm-3pm only
no service Saturdays",1,,
16341,WINE WAREHOUSE (CA12),True,True,1065,Seaside,600 Ortiz Ave,93955,Offshoot Beer Co. Relax It’s Just Hazy IPA,1060524,CA12,,122,Post No Bills (Seaside/Ortiz),352954.0,"Thur 1pm-3pm only
no service Saturdays",1,,
16342,WINE WAREHOUSE (CA12),True,True,1065,Seaside,600 Ortiz Ave,93955,Weihenstephaner Dunkel Weiss,1152391,CA12,,122,Post No Bills (Seaside/Ortiz),352954.0,"Thur 1pm-3pm only
no service Saturdays",1,,
16343,WINE WAREHOUSE (CA12),True,True,1002,Soquel,2400 Porter St,95073,North Coast Scrimshaw,3466,CA12,,122,Carpo's Restaurant (Soquel/Porter),303760.0,,1,,
16344,WINE WAREHOUSE (CA12),True,True,1252,Soquel,2621 41st Ave,95073,Coronado Never Better DIPA,1115285,CA12,,122,Cafe Cruz (Soquel/41st),303350.0,Access between 9AM - 10:30AM,1,,
16345,WINE WAREHOUSE (CA12),True,True,6854,Watsonville,100 Aviation Way,95076,Allagash White Ale,1059497,CA12,,122,Ella's At The Airport (Watsonville/Aviation),351048.0,"Access between 8AM - 10:30AM, closed M",1,,
16346,WINE WAREHOUSE (CA12),True,True,6854,Watsonville,100 Aviation Way,95076,North Coast Scrimshaw Pilsner,1057033,CA12,,122,Ella's At The Airport (Watsonville/Aviation),351048.0,"Access between 8AM - 10:30AM, closed M",1,,
16347,WINE WAREHOUSE (CA13),True,True,13852,San Francisco,100 Van Ness Avenue,94102,Brouwerij Kwak,3603,CA13,,123,Corridor Cafe (San Francisco/Van Ness),351342.0,"saclostfound@outlook.com
8-10 am or after 3:30 pm",1,,
16348,WINE WAREHOUSE (CA13),True,True,13852,San Francisco,100 Van Ness Avenue,94102,East Brother Beer Company Baltic Porter,1136257,CA13,,123,Corridor Cafe (San Francisco/Van Ness),351342.0,"saclostfound@outlook.com
8-10 am or after 3:30 pm",1,,
16349,WINE WAREHOUSE (CA13),True,True,13852,San Francisco,100 Van Ness Avenue,94102,New Holland Dragons Milk,1063148,CA13,,123,Corridor Cafe (San Francisco/Van Ness),351342.0,"saclostfound@outlook.com
8-10 am or after 3:30 pm",1,,
16350,WINE WAREHOUSE (CA13),True,True,13852,San Francisco,100 Van Ness Avenue,94102,The Hop Concept Tropical Juicy,9645,CA13,,123,Corridor Cafe (San Francisco/Van Ness),351342.0,"saclostfound@outlook.com
8-10 am or after 3:30 pm",1,x,x
16351,WINE WAREHOUSE (CA13),True,True,1098453,San Francisco,1225 Folsom St,94103,Almanac,14045,CA13,,123,Driftwood (San Francisco/Folsom),344357.0,"Thrusday at 11am best access
Chris 415 786 2004 - txt for access",1,,
16352,WINE WAREHOUSE (CA13),True,True,1098453,San Francisco,1225 Folsom St,94103,Stem Cider Hibiscus Session Apple Cider,1098229,CA13,,123,Driftwood (San Francisco/Folsom),344357.0,"Thrusday at 11am best access
Chris 415 786 2004 - txt for access",1,,
16353,WINE WAREHOUSE (CA13),True,True,1110869,San Francisco,1401 18th St,94107,Brouwerij St. Bernardus Prior8,1082842,CA13,,123,Chez Maman East (San Francisco/18th),325888.0,9-11 AM access time,1,,
16354,WINE WAREHOUSE (CA13),True,True,1093971,San Francisco,1582 Folsom St,94103,Almanac Sour Ale,1128608,CA13,,123,The Willows (San Francisco/Folsom),344170.0,9am access time,1,,
16355,WINE WAREHOUSE (CA13),True,True,1093971,San Francisco,1582 Folsom St,94103,The Bruery Blackberry And Cherry Sour,1090553,CA13,,123,The Willows (San Francisco/Folsom),344170.0,9am access time,1,x,x
16356,WINE WAREHOUSE (CA13),True,True,1093971,San Francisco,1582 Folsom St,94103,The Bruery Sour in the Rye,7945,CA13,,123,The Willows (San Francisco/Folsom),344170.0,9am access time,1,,
16357,WINE WAREHOUSE (CA13),True,True,11614,San Francisco,1609 Polk St,94109,Almanac Pilsner,1076366,CA13,,123,Dunya (San Francisco/Polk),342803.0,dunyasf@gmail.com,1,,
16358,WINE WAREHOUSE (CA13),True,True,11614,San Francisco,1609 Polk St,94109,Coronado Sea Coast,1059998,CA13,,123,Dunya (San Francisco/Polk),342803.0,dunyasf@gmail.com,1,,
16359,WINE WAREHOUSE (CA13),True,True,11614,San Francisco,1609 Polk St,94109,Mission Brewery,1057400,CA13,,123,Dunya (San Francisco/Polk),342803.0,dunyasf@gmail.com,1,,
16360,WINE WAREHOUSE (CA13),True,True,1098278,San Francisco,165 Ofarrell St,94102,Brouweirj Bavik Super Pils,1056924,CA13,,123,Elements Bar & Lounge (San Francisco/Ofarrell),357479.0,Access time 8:30 am-4:00 pm,2,,
16361,WINE WAREHOUSE (CA13),True,True,1098278,San Francisco,165 Ofarrell St,94102,Mother Earth Brew Sin-Tax,1042423,CA13,,123,Elements Bar & Lounge (San Francisco/Ofarrell),357479.0,Access time 8:30 am-4:00 pm,2,,
16362,WINE WAREHOUSE (CA13),True,True,1098278,San Francisco,165 Ofarrell St,94102,The Bruery Terreux Wit The Funk,1147279,CA13,,123,Elements Bar & Lounge (San Francisco/Ofarrell),357479.0,Access time 8:30 am-4:00 pm,2,,
16363,WINE WAREHOUSE (CA13),True,True,1098278,San Francisco,165 Ofarrell St,94102,The Lost Abbey Devotion,1189154,CA13,,123,Elements Bar & Lounge (San Francisco/Ofarrell),357479.0,Access time 8:30 am-4:00 pm,2,,
16364,WINE WAREHOUSE (CA13),True,True,1052445,San Francisco,165 Steuart St,94105,Hitachino White Ale,1116559,CA13,,123,Ozumo (San Francisco/Steuart),314510.0,147369# - access code,1,,
16365,WINE WAREHOUSE (CA13),True,True,1355,San Francisco,1653 Polk St,94109,Unibroue La Fin Du Monde,2673,CA13,,123,Co Nam (San Francisco/Polk),342964.0,"sm@conamsf.com; info@conamsf.com
Clean and bill Asahi at this location
Tues-Fri 2pm access",1,,
16366,WINE WAREHOUSE (CA13),True,True,6839,San Francisco,181 3Rd St.,94103,Delirium Tremens Regular,2658,CA13,,123,W Hotel (San Francisco/3rd),319291.0,"wsanfranciscofan@whotels.com

Park on Hawthorne
Check in with Security",2,,
16367,WINE WAREHOUSE (CA13),True,True,6839,San Francisco,181 3Rd St.,94103,Rabble Wine Co. 2015 Red Blend,1114889,CA13,,123,W Hotel (San Francisco/3rd),319291.0,"wsanfranciscofan@whotels.com

Park on Hawthorne
Check in with Security",2,,
16368,WINE WAREHOUSE (CA13),True,True,6839,San Francisco,181 3Rd St.,94103,Rabble Wine Co. 2018 Rose,1170180,CA13,,123,W Hotel (San Francisco/3rd),319291.0,"wsanfranciscofan@whotels.com

Park on Hawthorne
Check in with Security",2,,
16369,WINE WAREHOUSE (CA13),True,True,6839,San Francisco,181 3Rd St.,94103,True Myth Cabernet,1067564,CA13,,123,W Hotel (San Francisco/3rd),319291.0,"wsanfranciscofan@whotels.com

Park on Hawthorne
Check in with Security",2,,
16370,WINE WAREHOUSE (CA13),True,True,1449,San Francisco,1813 Fulton St,94117,Brouwerij Duchesse De Bourgogne,2705,CA13,,123,Bistro Gambrinus (San Francisco/Fulton),344404.0,Friday 12-3pm best access ONLY,1,,
16371,WINE WAREHOUSE (CA13),True,True,1449,San Francisco,1813 Fulton St,94117,Hofbrau Munchen,1185455,CA13,,123,Bistro Gambrinus (San Francisco/Fulton),344404.0,Friday 12-3pm best access ONLY,1,,
16372,WINE WAREHOUSE (CA13),True,True,1449,San Francisco,1813 Fulton St,94117,Paulaner Munchen,2679,CA13,,123,Bistro Gambrinus (San Francisco/Fulton),344404.0,Friday 12-3pm best access ONLY,1,,
16373,WINE WAREHOUSE (CA13),True,True,1449,San Francisco,1813 Fulton St,94117,Unibroue À Tout Le Monde,1021339,CA13,,123,Bistro Gambrinus (San Francisco/Fulton),344404.0,Friday 12-3pm best access ONLY,1,,
16374,WINE WAREHOUSE (CA13),True,True,1449,San Francisco,1813 Fulton St,94117,Weihenstephan Hefe Dunkel,1171711,CA13,,123,Bistro Gambrinus (San Francisco/Fulton),344404.0,Friday 12-3pm best access ONLY,1,,
16375,WINE WAREHOUSE (CA13),True,True,1027176,San Francisco,20 Yerba Buena Lane,94103,Brouwerij Duchesse De Bourgogne,2705,CA13,,123,Press Club (San Francisco/Yerba Buena),335084.0,"maria@pressclubsf.com; office@pressclubsf.com

10 AM access time",1,,
16376,WINE WAREHOUSE (CA13),True,True,1027176,San Francisco,20 Yerba Buena Lane,94103,Brouwerij Tripel Karmeliet Abbey Tripel,1119974,CA13,,123,Press Club (San Francisco/Yerba Buena),335084.0,"maria@pressclubsf.com; office@pressclubsf.com

10 AM access time",1,,
16377,WINE WAREHOUSE (CA13),True,True,1027176,San Francisco,20 Yerba Buena Lane,94103,Einstock Wee Heavy,1114121,CA13,,123,Press Club (San Francisco/Yerba Buena),335084.0,"maria@pressclubsf.com; office@pressclubsf.com

10 AM access time",1,,
16378,WINE WAREHOUSE (CA13),True,True,1027176,San Francisco,20 Yerba Buena Lane,94103,Hofbrauhaus Munchen Hofbrau Original,1192424,CA13,,123,Press Club (San Francisco/Yerba Buena),335084.0,"maria@pressclubsf.com; office@pressclubsf.com

10 AM access time",1,x,
16379,WINE WAREHOUSE (CA13),True,True,1027176,San Francisco,20 Yerba Buena Lane,94103,St Bernardus Abt 12,2741,CA13,,123,Press Club (San Francisco/Yerba Buena),335084.0,"maria@pressclubsf.com; office@pressclubsf.com

10 AM access time",1,,
16380,WINE WAREHOUSE (CA13),True,True,1027176,San Francisco,20 Yerba Buena Lane,94103,Weihenstephaner Original,15613,CA13,,123,Press Club (San Francisco/Yerba Buena),335084.0,"maria@pressclubsf.com; office@pressclubsf.com

10 AM access time",1,,
16381,WINE WAREHOUSE (CA13),True,True,1369,San Francisco,2272 Market St,94114,Almanac Love Hazy IPA,1092281,CA13,,123,Canela (San Francisco/Market),340652.0,"Matt (415)336-1161, When done servicing just give him a call when he isn't there, Leaves the side door open for service and deliveries
Access time 1:30-5:00 PM",1,,
16382,WINE WAREHOUSE (CA13),True,True,1109790,San Francisco,2500 Mason St,94133,Saintsbury,1108621,CA13,,123,Sheraton Fishermans Wharf Hotel (San Francisco/Mason),352578.0,"8AM-9PM access
Please place cleaning sticker on inside of cooler door with other companies.",1,,
16383,WINE WAREHOUSE (CA13),True,True,528,San Francisco,2801 Geary Blvd,94118,Fuller's London Pride,11872,CA13,,123,Pig & Whistle (San Francisco/Geary),316431.0,pigandwhistlesf@yahoo.com,1,,
16384,WINE WAREHOUSE (CA13),True,True,528,San Francisco,2801 Geary Blvd,94118,Greene King Old Speckled Hen,2710,CA13,,123,Pig & Whistle (San Francisco/Geary),316431.0,pigandwhistlesf@yahoo.com,1,,
16385,WINE WAREHOUSE (CA13),True,True,1103313,San Francisco,303 2Nd St,94107,Almanac Vibes Pilsner,1100436,CA13,,123,Red Dog (San Francisco/2nd),347145.0,no early access Saturday,1,,
16386,WINE WAREHOUSE (CA13),True,True,1103313,San Francisco,303 2Nd St,94107,East Brother Beer Company English Ale,1090569,CA13,,123,Red Dog (San Francisco/2nd),347145.0,no early access Saturday,1,x,x
16387,WINE WAREHOUSE (CA13),True,True,545,San Francisco,3108 16Th St,94103,East Brother Beer Company,1167023,CA13,,123,Giordano Bros (San Francisco/16th),340467.0,Wed-Thursday 9am access,1,,
16388,WINE WAREHOUSE (CA13),True,True,1341,San Francisco,3159 16Th St,94103,Weihenstephan Hefe Dunkel,1171711,CA13,,123,Gestalt ++ (San Francisco/16th),306883.0,"Please collect email

Thursday-Friday access time 12:30pm",1,,
16389,WINE WAREHOUSE (CA13),True,True,1341,San Francisco,3159 16Th St,94103,Youngs Double Chocolate Stout,2735,CA13,,123,Gestalt ++ (San Francisco/16th),306883.0,"Please collect email

Thursday-Friday access time 12:30pm",1,,
16390,WINE WAREHOUSE (CA13),True,True,1365,San Francisco,3200 16Th St,94103,English Ales Old Speckled Hen,1017190,CA13,,123,Elixir (San Francisco/16th),305867.0,,1,,
16391,WINE WAREHOUSE (CA13),True,True,1365,San Francisco,3200 16Th St,94103,Mission Brewery Amber,3409,CA13,,123,Elixir (San Francisco/16th),305867.0,,1,,
16392,WINE WAREHOUSE (CA13),True,True,1365,San Francisco,3200 16Th St,94103,Stem Cider,1065984,CA13,,123,Elixir (San Francisco/16th),305867.0,,1,,
16393,WINE WAREHOUSE (CA13),True,True,1093974,San Francisco,333 11Th St,94103,Almanac Pilsner,1076366,CA13,,123,Slims (San Francisco/11th),,"Wed Only
customer wants this account after 11am 
Access time 11am-3pm",3,,
16394,WINE WAREHOUSE (CA13),True,True,1060597,San Francisco,333 O'Farrell St,94102,East Brother Beer Company Oatmeal Stout,1062819,CA13,,123,Hilton Urban Tavern (San Francisco/OFarrell),313165.0,"Anish.Batajoo@hilton.com

Park at Hilton for easier access",1,,
16395,WINE WAREHOUSE (CA13),True,True,1110854,San Francisco,3600 16Th St,94114,Chimay,1171710,CA13,,123,Lookout (San Francisco/16th),344937.0,Wednesday access time 11 AM  or any other day after 1,2,,
16396,WINE WAREHOUSE (CA13),True,True,1048780,San Francisco,4000 24Th St,94114,Marietta Old Vine Red,1047788,CA13,,123,Novy (San Francisco/24th),,8 AM to 11:30 AM Access time,1,,
16397,WINE WAREHOUSE (CA13),True,True,1110853,San Francisco,401 Gough St,94102,St Bernardus,1036705,CA13,,123,Chez Maman West (San Francisco/Gough),342323.0,8 AM Access time,1,,
16398,WINE WAREHOUSE (CA13),True,True,1093988,San Francisco,4058 18th St,94114,Almanac IPA,4148,CA13,,123,Blind Butcher (San Francisco/18th),357646.0,"Coskun 650-346-8456
Access time 11:00 AM except Wednesday",1,,
16399,WINE WAREHOUSE (CA13),True,True,1093988,San Francisco,4058 18th St,94114,East Brother Beer Company Oatmeal Stout,1062819,CA13,,123,Blind Butcher (San Francisco/18th),357646.0,"Coskun 650-346-8456
Access time 11:00 AM except Wednesday",1,,
16400,WINE WAREHOUSE (CA13),True,True,1093988,San Francisco,4058 18th St,94114,Port Brewing Wipeout IPA,2684,CA13,,123,Blind Butcher (San Francisco/18th),357646.0,"Coskun 650-346-8456
Access time 11:00 AM except Wednesday",1,,
16401,WINE WAREHOUSE (CA13),True,True,467,San Francisco,4138 24th St,94114,Almanac True Kolsh,1138937,CA13,,123,Barney's (San Francisco/24th),301898.0,9am access,1,,
16402,WINE WAREHOUSE (CA13),True,True,467,San Francisco,4138 24th St,94114,Hofbrau Munchen Original,2664,CA13,,123,Barney's (San Francisco/24th),301898.0,9am access,1,,
16403,WINE WAREHOUSE (CA13),True,True,467,San Francisco,4138 24th St,94114,Unita Hop Nosh,8488,CA13,,123,Barney's (San Francisco/24th),301898.0,9am access,1,,
16404,WINE WAREHOUSE (CA13),True,True,1071474,San Francisco,426 Brannan St,94107,Almanac Barrel Aged,6943,CA13,,123,Brickhouse Cafe & Saloon (San Francisco/Brannan),355309.0,Access time 8 AM-10 AM,1,,
16405,WINE WAREHOUSE (CA13),True,True,1071474,San Francisco,426 Brannan St,94107,Coronado Orange Avenue Wit,1054376,CA13,,123,Brickhouse Cafe & Saloon (San Francisco/Brannan),355309.0,Access time 8 AM-10 AM,1,x,x
16406,WINE WAREHOUSE (CA13),True,True,1071474,San Francisco,426 Brannan St,94107,East Brother Beer Company Red Lager,1060216,CA13,,123,Brickhouse Cafe & Saloon (San Francisco/Brannan),355309.0,Access time 8 AM-10 AM,1,,
16407,WINE WAREHOUSE (CA13),True,True,1071474,San Francisco,426 Brannan St,94107,Mother Earth Cali Creaming,1057729,CA13,,123,Brickhouse Cafe & Saloon (San Francisco/Brannan),355309.0,Access time 8 AM-10 AM,1,,
16408,WINE WAREHOUSE (CA13),True,True,1455,San Francisco,4416 18Th Street,94114,Brasserie Cuvee Des Jacobins Rogue Flanders Sour,1056905,CA13,,123,Mama Jis (San Francisco/18th),344328.0,"info@mamajissf.com
9-10:30 No WEd",1,,
16409,WINE WAREHOUSE (CA13),True,True,1455,San Francisco,4416 18Th Street,94114,Brasserie Dupont Foret,9340,CA13,,123,Mama Jis (San Francisco/18th),344328.0,"info@mamajissf.com
9-10:30 No WEd",1,,
16410,WINE WAREHOUSE (CA13),True,True,1455,San Francisco,4416 18Th Street,94114,Brasserie Saison Dupont,8803,CA13,,123,Mama Jis (San Francisco/18th),344328.0,"info@mamajissf.com
9-10:30 No WEd",1,,
16411,WINE WAREHOUSE (CA13),True,True,1455,San Francisco,4416 18Th Street,94114,Chimay Belgium Ale,2653,CA13,,123,Mama Jis (San Francisco/18th),344328.0,"info@mamajissf.com
9-10:30 No WEd",1,,
16412,WINE WAREHOUSE (CA13),True,True,1455,San Francisco,4416 18Th Street,94114,Delirium Tremens Regular,2658,CA13,,123,Mama Jis (San Francisco/18th),344328.0,"info@mamajissf.com
9-10:30 No WEd",1,,
16413,WINE WAREHOUSE (CA13),True,True,1455,San Francisco,4416 18Th Street,94114,Lucifer Belgian Golden Ale,2747,CA13,,123,Mama Jis (San Francisco/18th),344328.0,"info@mamajissf.com
9-10:30 No WEd",1,,
16414,WINE WAREHOUSE (CA13),True,True,1455,San Francisco,4416 18Th Street,94114,St Bernardus Abt 12,2741,CA13,,123,Mama Jis (San Francisco/18th),344328.0,"info@mamajissf.com
9-10:30 No WEd",1,,
16415,WINE WAREHOUSE (CA13),True,True,1377,San Francisco,510 Larkin St,94102,Reissdorf Kolsch,3558,CA13,,123,Emperor Norton (San Francisco/Larkin),344117.0,11:30AM access,1,,
16416,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Einbecker Maibock,8809,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,x,
16417,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Erdinger Hefeweizen Dark,15491,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16418,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Erdinger Weissbier,1063402,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16419,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Ettaler Heller Bock,1174293,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16420,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Klosterbrauerei Ettal Ettaler Heller Bock,1178266,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16421,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Reissdorf Kolsch,3558,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16422,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,St. Georgen Brau Kellerbier,1068250,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",2,,
16423,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Veltins,1208135,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16424,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Weihenstephan Hefeweizen,2661,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16425,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Weltenburger Kloster Anno 1050,1062783,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16426,WINE WAREHOUSE (CA13),True,True,1352,San Francisco,525 Laguna St,94102,Weltenburger Kloster Barock Dunkel,1021137,CA13,,123,Suppenkuche (San Francisco/Laguna),322057.0,"fwiest@suppenkuche.com

access time 7:30am-5pm",1,,
16427,WINE WAREHOUSE (CA13),True,True,874,San Francisco,525 Sutter St,94102,Brouwerij Duchesse De Bourgogne,2705,CA13,,123,Golden Gate Tap Room (San Francisco/Sutter),344541.0,"access code: 4490
If you can’t get into the front door, call corporate office and they will open the door. 4159811951",1,,
16428,WINE WAREHOUSE (CA13),True,True,874,San Francisco,525 Sutter St,94102,East Brothers Beer Bo Pils,1174066,CA13,,123,Golden Gate Tap Room (San Francisco/Sutter),344541.0,"access code: 4490
If you can’t get into the front door, call corporate office and they will open the door. 4159811951",1,,
16429,WINE WAREHOUSE (CA13),True,True,874,San Francisco,525 Sutter St,94102,Port Brewing High Tide,3164,CA13,,123,Golden Gate Tap Room (San Francisco/Sutter),344541.0,"access code: 4490
If you can’t get into the front door, call corporate office and they will open the door. 4159811951",1,x,x
16430,WINE WAREHOUSE (CA13),True,True,1454,San Francisco,550 Montgomery St,94111,Hacker Pschorr  Munich Gold,1058296,CA13,,123,Wing Tip (San Francisco/Montgomery),343351.0,"club@wingtip.com
Mon-Fri 8-8:30",1,,
16431,WINE WAREHOUSE (CA13),True,True,1435,San Francisco,659 Columbus Ave,94133,Almanac Beer Company Loud Hazy DIPA,1116551,CA13,,123,Piazza Pellegrini (San Francisco/Columbus),303385.0,"dario@att.net
Earliest access is 9am
Park in the back
*BIG DOG - DOES ATTACK*",1,,
16432,WINE WAREHOUSE (CA13),True,True,1435,San Francisco,659 Columbus Ave,94133,Brouwerij St. Bernardus Prior8,1082842,CA13,,123,Piazza Pellegrini (San Francisco/Columbus),303385.0,"dario@att.net
Earliest access is 9am
Park in the back
*BIG DOG - DOES ATTACK*",1,,
16433,WINE WAREHOUSE (CA13),True,True,6392,San Francisco,659 Valencia St.,94110,Brauerei Veltins Grevensteiner Kellerbier,1021000,CA13,,123,Curry Up (San Francisco/Valencia),347127.0,8AM access,1,,
16434,WINE WAREHOUSE (CA13),True,True,6392,San Francisco,659 Valencia St.,94110,Leese Fitch Cabernet Sauvignon California,1084268,CA13,,123,Curry Up (San Francisco/Valencia),347127.0,8AM access,1,,
16435,WINE WAREHOUSE (CA13),True,True,1019267,San Francisco,690 Folsom St 100,94107,Weheinstephaner,1185459,CA13,,123,SPiN (San Francisco/Folsom),351168.0,Access time only Monday-Friday at 8 AM. Backdoor entrance,1,,
16436,WINE WAREHOUSE (CA13),True,True,1019267,San Francisco,690 Folsom St 100,94107,Weihenstephan Hefeweizen,2661,CA13,,123,SPiN (San Francisco/Folsom),351168.0,Access time only Monday-Friday at 8 AM. Backdoor entrance,2,,
16437,WINE WAREHOUSE (CA13),True,True,1102245,San Francisco,718 14Th St,94114,Almanac Pilsner,1076366,CA13,,123,Last Rites (San Francisco/14th),355253.0,,1,,
16438,WINE WAREHOUSE (CA13),True,True,15423,San Francisco,800 Post Street,94109,Almanac Raspberry Sournova,1139457,CA13,,123,The Royale (San Francisco/Post),317137.0,"Give Jose a call before, Around 11:00 AM 415-574-8122
access time 2pm
Jimmy: 415-533-9745",1,,
16439,WINE WAREHOUSE (CA13),True,True,15423,San Francisco,800 Post Street,94109,Port Brewing Board Meeting,3423,CA13,,123,The Royale (San Francisco/Post),317137.0,"Give Jose a call before, Around 11:00 AM 415-574-8122
access time 2pm
Jimmy: 415-533-9745",1,,
16440,WINE WAREHOUSE (CA13),True,True,15423,San Francisco,800 Post Street,94109,Radeberger Pilsner,15530,CA13,,123,The Royale (San Francisco/Post),317137.0,"Give Jose a call before, Around 11:00 AM 415-574-8122
access time 2pm
Jimmy: 415-533-9745",1,,
16441,WINE WAREHOUSE (CA13),True,True,1093993,San Francisco,823 Geary St,94109,Almanac Blackberry Sournova,1159557,CA13,,123,Rum & Sugar (San Francisco/Geary),352696.0,Access code to Padlock : 1975,1,,
16442,WINE WAREHOUSE (CA13),True,True,1093993,San Francisco,823 Geary St,94109,East Brother Beer Company,1167023,CA13,,123,Rum & Sugar (San Francisco/Geary),352696.0,Access code to Padlock : 1975,1,,
